Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,Team,Deleted,Season,Race
VER,99.556,1.0,1.0,,34.277,26.521,INTERMEDIATE,Red Bull Racing,False,2020,Hungary
OCO,112.035,1.0,1.0,,45.795,43.305,MEDIUM,Renault,False,2020,Abu Dhabi
HAM,127.166,1.0,1.0,,49.188,40.752,SOFT,Mercedes,False,2020,Russia
VER,129.668,1.0,1.0,,50.328,40.544,MEDIUM,Red Bull Racing,False,2020,Russia
VET,97.087,1.0,1.0,,32.384,30.557,HARD,Ferrari,False,2020,Italy
BOT,128.585,1.0,1.0,,49.588,41.037,MEDIUM,Mercedes,False,2020,Russia
BOT,89.434,1.0,1.0,,32.095,29.074,SOFT,Mercedes,False,2020,Spain
SAI,97.026,1.0,1.0,,37.729,29.55,SOFT,McLaren,False,2020,Portugal
RUS,181.946,1.0,1.0,,84.728,52.873,MEDIUM,Williams,False,2020,Bahrain
OCO,80.678,1.0,1.0,,34.139,23.657,MEDIUM,Renault,False,2020,Austria
GIO,80.013,1.0,1.0,,33.091,23.494,MEDIUM,Alfa Romeo Racing,False,2020,Austria
RIC,78.766,1.0,1.0,,33.548,23.173,SOFT,Renault,False,2020,Austria
HAM,95.67,1.0,1.0,,32.671,26.1,INTERMEDIATE,Mercedes,False,2020,Hungary
RAI,179.282,1.0,1.0,,84.112,51.443,MEDIUM,Alfa Romeo Racing,False,2020,Bahrain
LAT,82.2,1.0,1.0,,34.309,23.944,MEDIUM,Williams,False,2020,Austria
VET,78.362,1.0,1.0,,32.932,23.017,MEDIUM,Ferrari,False,2020,Austria
SAI,77.168,1.0,1.0,,32.858,22.391,SOFT,McLaren,False,2020,Austria
GIO,163.748,1.0,1.0,,78.676,44.222,MEDIUM,Alfa Romeo Racing,False,2020,Bahrain
RIC,99.757,1.0,1.0,,38.428,30.162,SOFT,Renault,False,2020,Portugal
VER,87.347,1.0,1.0,,31.5,28.791,SOFT,Red Bull Racing,False,2020,Spain
OCO,101.385,1.0,1.0,,39.041,30.389,MEDIUM,Renault,False,2020,Portugal
BOT,71.454,1.0,1.0,,30.505,21.087,SOFT,Mercedes,False,2020,Austria
VER,129.912,1.0,1.0,,62.313,35.342,MEDIUM,Red Bull Racing,False,2020,Bahrain
NOR,158.866,1.0,1.0,,77.335,42.099,MEDIUM,McLaren,False,2020,Bahrain
SAI,104.472,1.0,1.0,,36.247,26.96,INTERMEDIATE,McLaren,False,2020,Hungary
LEC,101.753,1.0,1.0,,35.016,26.862,INTERMEDIATE,Ferrari,False,2020,Hungary
MAG,117.638,1.0,1.0,,37.718,28.209,MEDIUM,Haas F1 Team,False,2020,Hungary
KVY,185.092,1.0,1.0,,85.36,53.656,MEDIUM,AlphaTauri,False,2020,Bahrain
ALB,136.507,1.0,1.0,,69.748,32.821,MEDIUM,Red Bull Racing,False,2020,Bahrain
KVY,93.274,1.0,1.0,,31.184,29.851,HARD,AlphaTauri,False,2020,Italy
GRO,95.429,1.0,1.0,,31.806,29.865,MEDIUM,Haas F1 Team,False,2020,Italy
MAG,79.587,1.0,1.0,,33.6,23.22,MEDIUM,Haas F1 Team,False,2020,Austria
BOT,105.274,1.0,1.0,,43.308,41.206,MEDIUM,Mercedes,False,2020,Abu Dhabi
NOR,98.586,1.0,1.0,,38.082,30.221,SOFT,McLaren,False,2020,Portugal
LEC,98.712,1.0,1.0,,38.744,29.998,MEDIUM,Ferrari,False,2020,Portugal
LEC,76.847,1.0,1.0,,32.413,22.55,SOFT,Ferrari,False,2020,Austria
RIC,105.692,1.0,1.0,,37.402,27.033,INTERMEDIATE,Renault,False,2020,Hungary
HAM,127.777,1.0,1.0,,60.916,35.474,MEDIUM,Mercedes,False,2020,Bahrain
STR,88.83,1.0,1.0,,31.797,29.041,SOFT,Racing Point,False,2020,Spain
VER,91.365,1.0,1.0,,30.603,29.657,SOFT,Red Bull Racing,False,2020,Italy
MAG,100.1,1.0,1.0,,32.15,34.075,MEDIUM,Haas F1 Team,False,2020,Italy
VET,97.087,1.0,1.0,,32.384,30.557,HARD,Ferrari,False,2020,Italy
GAS,92.608,1.0,1.0,,31.058,29.669,SOFT,AlphaTauri,False,2020,Italy
KVY,110.426,1.0,1.0,,45.31,42.723,SOFT,AlphaTauri,False,2020,Abu Dhabi
STR,91.644,1.0,1.0,,31.204,29.306,SOFT,Racing Point,False,2020,Italy
SAI,87.292,1.0,1.0,,29.135,28.509,SOFT,McLaren,False,2020,Italy
RIC,113.282,1.0,1.0,,46.373,43.612,HARD,Renault,False,2020,Abu Dhabi
NOR,88.591,1.0,1.0,,30.08,28.476,SOFT,McLaren,False,2020,Italy
PER,133.978,1.0,1.0,,55.248,38.735,SOFT,Racing Point,False,2020,Russia
KVY,142.921,1.0,1.0,,62.881,37.965,HARD,AlphaTauri,False,2020,Russia
HAM,106.347,1.0,1.0,,43.73,41.4,MEDIUM,Mercedes,False,2020,Abu Dhabi
GIO,94.388,1.0,1.0,,31.459,29.592,MEDIUM,Alfa Romeo Racing,False,2020,Italy
ALB,94.938,1.0,1.0,,32.205,29.836,SOFT,Red Bull Racing,False,2020,Italy
LEC,94.071,1.0,1.0,,31.401,29.872,SOFT,Ferrari,False,2020,Italy
RAI,109.757,1.0,1.0,,38.444,28.031,INTERMEDIATE,Alfa Romeo Racing,False,2020,Hungary
LEC,160.113,1.0,1.0,,77.55,42.386,HARD,Ferrari,False,2020,Bahrain
GIO,80.013,1.0,1.0,,33.091,23.494,MEDIUM,Alfa Romeo Racing,False,2020,Austria
RIC,90.222,1.0,1.0,,30.201,28.982,SOFT,Renault,False,2020,Italy
MAG,139.727,1.0,1.0,,59.038,39.209,MEDIUM,Haas F1 Team,False,2020,Russia
RAI,97.063,1.0,1.0,,34.968,30.984,MEDIUM,Alfa Romeo Racing,False,2020,Spain
VET,113.98,1.0,1.0,,46.114,44.135,HARD,Ferrari,False,2020,Abu Dhabi
GIO,144.259,1.0,1.0,,63.257,38.472,MEDIUM,Alfa Romeo Racing,False,2020,Russia
NOR,108.972,1.0,1.0,,38.23,27.783,INTERMEDIATE,McLaren,False,2020,Hungary
PER,76.326,1.0,1.0,,32.33,22.149,SOFT,Racing Point,False,2020,Austria
RIC,141.194,1.0,1.0,,71.103,35.082,MEDIUM,Renault,False,2020,Bahrain
KVY,185.092,1.0,1.0,,85.36,53.656,MEDIUM,AlphaTauri,False,2020,Bahrain
ALB,136.507,1.0,1.0,,69.748,32.821,MEDIUM,Red Bull Racing,False,2020,Bahrain
OCO,110.545,1.0,1.0,,38.943,27.942,INTERMEDIATE,Renault,False,2020,Hungary
GRO,119.075,1.0,1.0,,37.988,28.053,MEDIUM,Haas F1 Team,False,2020,Hungary
GAS,79.106,1.0,1.0,,33.352,23.247,MEDIUM,AlphaTauri,False,2020,Austria
RAI,93.635,1.0,1.0,,31.092,29.808,MEDIUM,Alfa Romeo Racing,False,2020,Italy
RAI,93.635,1.0,1.0,,31.092,29.808,MEDIUM,Alfa Romeo Racing,False,2020,Italy
PER,90.347,1.0,1.0,,32.952,28.957,SOFT,Racing Point,False,2020,Spain
RUS,96.445,1.0,1.0,,32.252,30.206,MEDIUM,Williams,False,2020,Italy
KVY,111.084,1.0,1.0,,37.939,30.7,INTERMEDIATE,AlphaTauri,False,2020,Hungary
OCO,149.204,1.0,1.0,,74.451,35.573,MEDIUM,Renault,False,2020,Bahrain
VER,98.693,1.0,1.0,,38.479,30.579,SOFT,Red Bull Racing,False,2020,Portugal
PER,90.347,1.0,1.0,,32.952,28.957,SOFT,Racing Point,False,2020,Spain
MAG,96.577,1.0,1.0,,34.892,30.553,SOFT,Haas F1 Team,False,2020,Spain
NOR,88.591,1.0,1.0,,30.08,28.476,SOFT,McLaren,False,2020,Italy
ALB,155.76,1.0,1.0,,70.186,41.65,SOFT,Red Bull Racing,False,2020,Russia
GAS,136.746,1.0,1.0,,56.7,39.086,SOFT,AlphaTauri,False,2020,Russia
GRO,95.429,1.0,1.0,,31.806,29.865,MEDIUM,Haas F1 Team,False,2020,Italy
SAI,92.118,1.0,1.0,,33.1,29.879,SOFT,McLaren,False,2020,Spain
RUS,96.445,1.0,1.0,,32.252,30.206,MEDIUM,Williams,False,2020,Italy
ALB,108.734,1.0,1.0,,44.589,42.477,SOFT,Red Bull Racing,False,2020,Abu Dhabi
LAT,107.053,1.0,1.0,,37.702,27.891,INTERMEDIATE,Williams,False,2020,Hungary
RUS,110.274,1.0,1.0,,38.866,27.906,INTERMEDIATE,Williams,False,2020,Hungary
RIC,141.194,1.0,1.0,,71.103,35.082,MEDIUM,Renault,False,2020,Bahrain
STR,165.807,1.0,1.0,,,44.806,MEDIUM,Racing Point,False,2020,Bahrain
MAG,169.8,1.0,1.0,,80.969,46.838,MEDIUM,Haas F1 Team,False,2020,Bahrain
GRO,81.365,1.0,1.0,,34.347,23.656,MEDIUM,Haas F1 Team,False,2020,Austria
PER,132.787,1.0,1.0,,65.892,33.877,MEDIUM,Racing Point,False,2020,Bahrain
GAS,101.865,1.0,1.0,,40.714,26.155,MEDIUM,AlphaTauri,False,2020,Great Britain
STR,111.155,1.0,1.0,,45.673,42.924,SOFT,Racing Point,False,2020,Abu Dhabi
NOR,88.591,1.0,1.0,,30.08,28.476,SOFT,McLaren,False,2020,Italy
HAM,85.914,1.0,1.0,,28.748,28.147,SOFT,Mercedes,False,2020,Italy
MAG,117.154,1.0,1.0,,47.644,44.589,HARD,Haas F1 Team,False,2020,Abu Dhabi
GIO,111.47,1.0,1.0,,39.186,28.395,INTERMEDIATE,Alfa Romeo Racing,False,2020,Hungary
RUS,101.407,1.0,1.0,,38.172,29.929,MEDIUM,Williams,False,2020,Portugal
RAI,114.909,1.0,1.0,,46.692,44.193,MEDIUM,Alfa Romeo Racing,False,2020,Abu Dhabi
BOT,95.953,1.0,1.0,,37.812,29.743,MEDIUM,Mercedes,False,2020,Portugal
NOR,156.87,1.0,1.0,,71.37,41.216,SOFT,McLaren,False,2020,Russia
STR,91.644,1.0,1.0,,31.204,29.306,SOFT,Racing Point,False,2020,Italy
RAI,150.825,1.0,1.0,,69.483,37.96,HARD,Alfa Romeo Racing,False,2020,Russia
VET,145.469,1.0,1.0,,64.972,37.812,MEDIUM,Ferrari,False,2020,Russia
STR,91.644,1.0,1.0,,31.204,29.306,SOFT,Racing Point,False,2020,Italy
GAS,92.988,1.0,1.0,,33.398,30.183,SOFT,AlphaTauri,False,2020,Spain
SAI,87.292,1.0,1.0,,29.135,28.509,SOFT,McLaren,False,2020,Italy
BOT,90.934,1.0,1.0,,31.172,29.806,SOFT,Mercedes,False,2020,Italy
ALB,91.211,1.0,1.0,,33.014,29.328,SOFT,Red Bull Racing,False,2020,Spain
ALB,94.938,1.0,1.0,,32.205,29.836,SOFT,Red Bull Racing,False,2020,Italy
VET,94.707,1.0,1.0,,33.555,30.578,MEDIUM,Ferrari,False,2020,Spain
OCO,92.119,1.0,1.0,,30.49,29.541,SOFT,Renault,False,2020,Italy
LAT,97.259,1.0,1.0,,32.536,30.318,MEDIUM,Williams,False,2020,Italy
PER,89.372,1.0,1.0,,30.7,28.443,SOFT,Racing Point,False,2020,Italy
NOR,94.173,1.0,1.0,,33.402,30.584,SOFT,McLaren,False,2020,Spain
GAS,92.608,1.0,1.0,,31.058,29.669,SOFT,AlphaTauri,False,2020,Italy
GAS,103.776,1.0,1.0,,42.142,25.042,MEDIUM,AlphaTauri,False,2020,Germany
RUS,151.428,1.0,1.0,,66.387,42.154,MEDIUM,Williams,False,2020,Russia
GRO,141.405,1.0,1.0,,61.273,38.315,MEDIUM,Haas F1 Team,False,2020,Russia
HAM,112.322,1.0,1.0,,48.509,29.48,MEDIUM,Mercedes,False,2020,Belgium
NOR,120.069,1.0,1.0,,54.177,29.64,SOFT,McLaren,False,2020,Belgium
VER,114.844,1.0,1.0,,50.52,29.633,MEDIUM,Red Bull Racing,False,2020,Belgium
LAT,124.659,1.0,1.0,,56.457,30.663,MEDIUM,Williams,False,2020,Belgium
KVY,95.427,1.0,1.0,,34.478,30.058,SOFT,AlphaTauri,False,2020,Spain
STR,100.476,1.0,1.0,,40.48,26.425,MEDIUM,Racing Point,False,2020,Great Britain
RAI,80.781,1.0,1.0,,33.766,23.455,MEDIUM,Alfa Romeo Racing,False,2020,Austria
LEC,97.904,1.0,1.0,,38.828,25.762,MEDIUM,Ferrari,False,2020,Great Britain
GAS,147.729,1.0,1.0,,75.022,35.311,MEDIUM,AlphaTauri,False,2020,Bahrain
MAG,103.754,1.0,1.0,,40.57,28.184,MEDIUM,Haas F1 Team,False,2020,Great Britain
ALB,103.077,1.0,1.0,,40.219,27.1,MEDIUM,Red Bull Racing,False,2020,Great Britain
GIO,137.762,1.0,1.0,,47.357,32.601,WET,Alfa Romeo Racing,False,2020,Turkey
OCO,97.691,1.0,1.0,,34.967,31.292,MEDIUM,Renault,False,2020,Spain
GRO,123.895,1.0,1.0,,55.626,30.373,MEDIUM,Haas F1 Team,False,2020,Belgium
BOT,113.738,1.0,1.0,,49.379,29.837,MEDIUM,Mercedes,False,2020,Belgium
GIO,94.388,1.0,1.0,,31.459,29.592,MEDIUM,Alfa Romeo Racing,False,2020,Italy
GAS,108.287,1.0,1.0,,38.202,27.451,INTERMEDIATE,AlphaTauri,False,2020,Hungary
HAM,98.26,1.0,1.0,,39.888,30.581,MEDIUM,Mercedes,False,2020,Portugal
SAI,92.118,1.0,1.0,,33.1,29.879,SOFT,McLaren,False,2020,Spain
GIO,102.829,1.0,1.0,,41.949,25.039,SOFT,Alfa Romeo Racing,False,2020,Germany
GIO,101.422,1.0,1.0,,37.911,30.832,MEDIUM,Alfa Romeo Racing,False,2020,Portugal
BOT,71.454,1.0,1.0,,30.505,21.087,SOFT,Mercedes,False,2020,Austria
RUS,123.524,1.0,1.0,,56.141,30.66,MEDIUM,Williams,False,2020,Belgium
VER,91.365,1.0,1.0,,30.603,29.657,SOFT,Red Bull Racing,False,2020,Italy
SAI,87.292,1.0,1.0,,29.135,28.509,SOFT,McLaren,False,2020,Italy
LAT,149.884,1.0,1.0,,68.684,38.075,MEDIUM,Williams,False,2020,Russia
RIC,95.089,1.0,1.0,,34.094,30.237,MEDIUM,Renault,False,2020,Spain
RAI,123.357,1.0,1.0,,55.009,30.24,MEDIUM,Alfa Romeo Racing,False,2020,Belgium
GIO,122.147,1.0,1.0,,54.652,30.209,MEDIUM,Alfa Romeo Racing,False,2020,Belgium
LAT,82.2,1.0,1.0,,34.309,23.944,MEDIUM,Williams,False,2020,Austria
VET,101.375,1.0,1.0,,40.826,26.369,SOFT,Ferrari,False,2020,Great Britain
GIO,163.748,1.0,1.0,,78.676,44.222,MEDIUM,Alfa Romeo Racing,False,2020,Bahrain
MAG,100.1,1.0,1.0,,32.15,34.075,MEDIUM,Haas F1 Team,False,2020,Italy
LEC,97.473,1.0,1.0,,39.923,24.157,SOFT,Ferrari,False,2020,Germany
KVY,95.427,1.0,1.0,,34.478,30.058,SOFT,AlphaTauri,False,2020,Spain
GAS,92.608,1.0,1.0,,31.058,29.669,SOFT,AlphaTauri,False,2020,Italy
PER,100.884,1.0,1.0,,41.779,24.345,SOFT,Racing Point,False,2020,Germany
KVY,103.748,1.0,1.0,,40.852,27.056,MEDIUM,AlphaTauri,False,2020,Great Britain
OCO,100.838,1.0,1.0,,40.449,26.403,SOFT,Renault,False,2020,Great Britain
OCO,149.204,1.0,1.0,,74.451,35.573,MEDIUM,Renault,False,2020,Bahrain
GRO,144.084,1.0,1.0,,49.729,34.191,WET,Haas F1 Team,False,2020,Turkey
HAM,94.01,1.0,1.0,,37.157,24.87,MEDIUM,Mercedes,False,2020,Great Britain
VER,129.912,1.0,1.0,,62.313,35.342,MEDIUM,Red Bull Racing,False,2020,Bahrain
NOR,99.921,1.0,1.0,,40.271,26.259,SOFT,McLaren,False,2020,Great Britain
VER,96.913,1.0,1.0,,37.985,25.688,MEDIUM,Red Bull Racing,False,2020,Great Britain
KVY,120.948,1.0,1.0,,54.58,29.9,MEDIUM,AlphaTauri,False,2020,Belgium
GAS,112.727,1.0,1.0,,46.099,43.533,SOFT,AlphaTauri,False,2020,Abu Dhabi
OCO,116.527,1.0,1.0,,51.875,29.739,SOFT,Renault,False,2020,Belgium
OCO,97.691,1.0,1.0,,34.967,31.292,MEDIUM,Renault,False,2020,Spain
RIC,115.698,1.0,1.0,,51.373,29.661,SOFT,Renault,False,2020,Belgium
BOT,93.51,1.0,1.0,,38.173,23.805,SOFT,Mercedes,False,2020,Germany
RIC,99.264,1.0,1.0,,39.329,26.135,SOFT,Renault,False,2020,Great Britain
RUS,81.596,1.0,1.0,,34.122,23.774,MEDIUM,Williams,False,2020,Austria
VET,121.6,1.0,1.0,,54.915,30.033,MEDIUM,Ferrari,False,2020,Belgium
PER,118.615,1.0,1.0,,47.914,45.358,HARD,Racing Point,False,2020,Abu Dhabi
LEC,114.522,1.0,1.0,,47.134,43.954,MEDIUM,Ferrari,False,2020,Abu Dhabi
LEC,118.759,1.0,1.0,,52.907,29.697,SOFT,Ferrari,False,2020,Belgium
FIT,117.55,1.0,1.0,,47.751,44.635,MEDIUM,Haas F1 Team,False,2020,Abu Dhabi
ALB,117.297,1.0,1.0,,52.414,29.861,SOFT,Red Bull Racing,False,2020,Belgium
RAI,97.063,1.0,1.0,,34.968,30.984,MEDIUM,Alfa Romeo Racing,False,2020,Spain
MAG,122.66,1.0,1.0,,54.939,30.237,MEDIUM,Haas F1 Team,False,2020,Belgium
BOT,95.364,1.0,1.0,,37.3,25.097,MEDIUM,Mercedes,False,2020,Great Britain
RAI,104.681,1.0,1.0,,41.16,27.496,MEDIUM,Alfa Romeo Racing,False,2020,Great Britain
RUS,105.216,1.0,1.0,,40.47,27.515,MEDIUM,Williams,False,2020,Great Britain
NOR,158.866,1.0,1.0,,77.335,42.099,MEDIUM,McLaren,False,2020,Bahrain
RAI,134.918,1.0,1.0,,45.717,32.815,WET,Alfa Romeo Racing,False,2020,Turkey
VET,78.362,1.0,1.0,,32.932,23.017,MEDIUM,Ferrari,False,2020,Austria
RAI,179.282,1.0,1.0,,84.112,51.443,MEDIUM,Alfa Romeo Racing,False,2020,Bahrain
KVY,95.427,1.0,1.0,,34.478,30.058,SOFT,AlphaTauri,False,2020,Spain
GAS,140.954,1.0,1.0,,48.465,33.649,WET,AlphaTauri,False,2020,Turkey
BOT,148.432,1.0,1.0,,54.306,33.468,WET,Mercedes,False,2020,Turkey
GRO,107.376,1.0,1.0,,43.477,25.741,MEDIUM,Haas F1 Team,False,2020,Germany
VET,94.707,1.0,1.0,,33.555,30.578,MEDIUM,Ferrari,False,2020,Spain
RAI,106.8,1.0,1.0,,43.38,25.709,SOFT,Alfa Romeo Racing,False,2020,Germany
LAT,105.776,1.0,1.0,,41.922,27.344,MEDIUM,Williams,False,2020,Great Britain
SAI,77.168,1.0,1.0,,32.858,22.391,SOFT,McLaren,False,2020,Austria
SAI,98.652,1.0,1.0,,38.976,26.052,SOFT,McLaren,False,2020,Great Britain
MAG,104.391,1.0,1.0,,42.163,25.291,SOFT,Haas F1 Team,False,2020,Germany
STR,101.139,1.0,1.0,,38.686,30.114,MEDIUM,Racing Point,False,2020,Portugal
BOT,142.955,1.0,1.0,,72.083,34.641,MEDIUM,Mercedes,False,2020,Bahrain
PER,123.644,1.0,1.0,,42.519,31.607,WET,Racing Point,False,2020,Turkey
GRO,98.499,1.0,1.0,,34.864,31.765,MEDIUM,Haas F1 Team,False,2020,Spain
GIO,99.048,1.0,1.0,,35.341,31.684,MEDIUM,Alfa Romeo Racing,False,2020,Spain
LAT,99.559,1.0,1.0,,35.659,31.604,MEDIUM,Williams,False,2020,Spain
VET,97.087,1.0,1.0,,32.384,30.557,HARD,Ferrari,False,2020,Italy
PER,119.136,1.0,1.0,,52.928,30.398,SOFT,Racing Point,False,2020,Belgium
MAG,96.577,1.0,1.0,,34.892,30.553,SOFT,Haas F1 Team,False,2020,Spain
GAS,119.301,1.0,1.0,,53.392,29.654,HARD,AlphaTauri,False,2020,Belgium
LEC,93.402,1.0,1.0,,33.352,30.368,SOFT,Ferrari,False,2020,Spain
LEC,94.071,1.0,1.0,,31.401,29.872,SOFT,Ferrari,False,2020,Italy
STR,118.071,1.0,1.0,,52.732,29.909,SOFT,Racing Point,False,2020,Belgium
GIO,99.048,1.0,1.0,,35.341,31.684,MEDIUM,Alfa Romeo Racing,False,2020,Spain
ALB,99.301,1.0,1.0,,40.682,24.276,SOFT,Red Bull Racing,False,2020,Germany
SAI,109.619,1.0,1.0,,44.953,42.689,MEDIUM,McLaren,False,2020,Abu Dhabi
KVY,103.591,1.0,1.0,,39.066,29.628,MEDIUM,AlphaTauri,False,2020,Portugal
LEC,93.402,1.0,1.0,,33.352,30.368,SOFT,Ferrari,False,2020,Spain
GAS,92.988,1.0,1.0,,33.398,30.183,SOFT,AlphaTauri,False,2020,Spain
RIC,95.089,1.0,1.0,,34.094,30.237,MEDIUM,Renault,False,2020,Spain
NOR,94.173,1.0,1.0,,33.402,30.584,SOFT,McLaren,False,2020,Spain
MAG,137.492,1.0,1.0,,47.224,33.163,WET,Haas F1 Team,False,2020,Turkey
GRO,98.499,1.0,1.0,,34.864,31.765,MEDIUM,Haas F1 Team,False,2020,Spain
GIO,103.369,1.0,1.0,,40.404,27.008,MEDIUM,Alfa Romeo Racing,False,2020,Great Britain
MAG,103.754,1.0,1.0,,40.57,28.184,MEDIUM,Haas F1 Team,False,2020,Great Britain
ALB,103.077,1.0,1.0,,40.219,27.1,MEDIUM,Red Bull Racing,False,2020,Great Britain
STR,100.476,1.0,1.0,,40.48,26.425,MEDIUM,Racing Point,False,2020,Great Britain
RUS,147.98,1.0,1.0,,49.079,33.994,INTERMEDIATE,Williams,False,2020,Turkey
LEC,97.904,1.0,1.0,,38.828,25.762,MEDIUM,Ferrari,False,2020,Great Britain
LAT,106.42,1.0,1.0,,42.989,25.868,SOFT,Williams,False,2020,Germany
ALB,91.211,1.0,1.0,,33.014,29.328,SOFT,Red Bull Racing,False,2020,Spain
RUS,98.758,1.0,1.0,,35.157,31.993,SOFT,Williams,False,2020,Spain
RUS,98.758,1.0,1.0,,35.157,31.993,SOFT,Williams,False,2020,Spain
GRO,104.267,1.0,1.0,,40.405,26.837,MEDIUM,Haas F1 Team,False,2020,Great Britain
MAG,102.744,1.0,1.0,,37.924,30.433,HARD,Haas F1 Team,False,2020,Portugal
RUS,105.296,1.0,1.0,,42.941,25.2,SOFT,Williams,False,2020,Germany
RUS,116.502,1.0,1.0,,46.934,45.256,MEDIUM,Williams,False,2020,Abu Dhabi
GAS,101.865,1.0,1.0,,40.714,26.155,MEDIUM,AlphaTauri,False,2020,Great Britain
HAM,75.627,1.0,1.0,,32.648,21.829,SOFT,Mercedes,False,2020,Austria
HUL,106.054,1.0,1.0,,43.39,25.213,SOFT,Racing Point,False,2020,Germany
RIC,95.089,1.0,1.0,,34.094,30.237,MEDIUM,Renault,False,2020,Spain
KVY,104.911,1.0,1.0,,42.766,25.18,MEDIUM,AlphaTauri,False,2020,Germany
RAI,97.063,1.0,1.0,,34.968,30.984,MEDIUM,Alfa Romeo Racing,False,2020,Spain
LAT,99.559,1.0,1.0,,35.659,31.604,MEDIUM,Williams,False,2020,Spain
STR,119.973,1.0,1.0,,41.706,30.945,WET,Racing Point,False,2020,Turkey
LEC,141.526,1.0,1.0,,48.99,32.852,WET,Ferrari,False,2020,Turkey
MAG,96.577,1.0,1.0,,34.892,30.553,SOFT,Haas F1 Team,False,2020,Spain
LAT,102.799,1.0,1.0,,37.724,30.205,MEDIUM,Williams,False,2020,Portugal
