Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,Team,Deleted,Season,Race
TSU,98.704,12.0,2.0,21.983,35.552,41.169,HARD,AlphaTauri,False,2023,Canada
SAI,86.408,12.0,1.0,28.24,29.744,28.424,MEDIUM,Ferrari,False,2023,Italy
NOR,96.285,12.0,2.0,35.314,30.375,30.596,HARD,McLaren,False,2023,Saudi Arabia
PIA,100.563,12.0,1.0,29.248,43.119,28.196,MEDIUM,McLaren,False,2023,Singapore
LEC,102.762,12.0,1.0,27.57,41.056,34.136,MEDIUM,Ferrari,False,2023,United States
RUS,113.983,12.0,1.0,32.757,50.551,30.675,MEDIUM,Mercedes,False,2023,Belgium
ALO,70.925,12.0,2.0,17.776,31.485,21.664,HARD,Aston Martin,False,2023,Austria
HUL,113.453,12.0,2.0,53.513,29.925,30.015,HARD,Haas F1 Team,False,2023,Saudi Arabia
RIC,84.129,12.0,1.0,29.273,33.006,21.85,MEDIUM,AlphaTauri,False,2023,Mexico
LEC,102.762,12.0,1.0,27.57,41.056,34.136,MEDIUM,Ferrari,False,2023,United States
SAI,93.323,12.0,1.0,29.904,37.722,25.697,MEDIUM,Ferrari,False,2023,Great Britain
HAM,96.568,12.0,1.0,36.173,30.166,30.229,HARD,Mercedes,False,2023,Saudi Arabia
HUL,77.567,12.0,3.0,19.708,40.211,17.648,SOFT,Haas F1 Team,False,2023,Brazil
RUS,71.369,12.0,2.0,17.468,32.033,21.868,MEDIUM,Mercedes,False,2023,Austria
GAS,78.582,12.0,1.0,21.082,36.748,20.752,HARD,Alpine,False,2023,Monaco
GAS,100.335,12.0,1.0,36.63,44.613,19.092,MEDIUM,Alpine,False,2023,Japan
SAR,82.16,12.0,1.0,24.231,33.025,24.904,MEDIUM,Williams,False,2023,Spain
VER,93.192,12.0,1.0,21.533,24.637,47.022,MEDIUM,Red Bull Racing,False,2023,Canada
VER,76.993,12.0,1.0,20.386,36.053,20.554,MEDIUM,Red Bull Racing,False,2023,Monaco
HAM,99.747,12.0,1.0,21.567,24.792,53.388,MEDIUM,Mercedes,False,2023,Canada
PIA,77.478,12.0,3.0,19.872,39.795,17.811,MEDIUM,McLaren,False,2023,Brazil
MAG,85.983,12.0,1.0,30.679,30.96,24.344,MEDIUM,Haas F1 Team,False,2023,Hungary
PER,99.197,12.0,1.0,31.527,43.252,24.418,SOFT,Red Bull Racing,False,2023,Bahrain
BOT,119.45,12.0,2.0,52.921,42.49,24.039,HARD,Alfa Romeo,False,2023,Bahrain
TSU,136.115,12.0,2.0,42.502,60.524,33.089,HARD,AlphaTauri,False,2023,Azerbaijan
PER,93.429,12.0,1.0,29.824,38.0,25.605,MEDIUM,Red Bull Racing,False,2023,Great Britain
RUS,93.354,12.0,1.0,29.964,37.724,25.666,SOFT,Mercedes,False,2023,Great Britain
MAG,90.791,12.0,2.0,18.44,38.791,33.56,HARD,Haas F1 Team,False,2023,Abu Dhabi
GAS,98.928,12.0,2.0,31.57,43.066,24.292,HARD,Alpine,False,2023,Bahrain
ZHO,83.869,12.0,3.0,29.503,18.312,36.054,HARD,Alfa Romeo,False,2023,Australia
ALO,100.383,12.0,1.0,29.306,42.802,28.275,MEDIUM,Aston Martin,False,2023,Singapore
ALB,87.533,12.0,1.0,28.244,30.301,28.988,MEDIUM,Williams,False,2023,Italy
TSU,103.007,12.0,1.0,27.704,41.518,33.785,MEDIUM,AlphaTauri,False,2023,United States
MAG,93.273,12.0,1.0,28.736,30.371,34.166,HARD,Haas F1 Team,False,2023,Italy
HAM,103.336,12.0,1.0,31.821,44.259,27.256,SOFT,Mercedes,False,2023,Bahrain
NOR,99.314,12.0,2.0,31.825,43.134,24.355,HARD,McLaren,False,2023,Bahrain
MAG,103.658,12.0,2.0,28.089,41.653,33.916,HARD,Haas F1 Team,False,2023,United States
NOR,89.195,12.0,1.0,32.82,30.112,26.263,MEDIUM,McLaren,False,2023,Qatar
PER,112.973,12.0,1.0,32.838,49.735,30.4,SOFT,Red Bull Racing,False,2023,Belgium
ALB,80.31,12.0,1.0,21.359,37.71,21.241,MEDIUM,Williams,False,2023,Monaco
ALB,119.445,12.0,2.0,52.452,42.947,24.046,SOFT,Williams,False,2023,Bahrain
HAM,99.129,12.0,1.0,35.89,44.294,18.945,MEDIUM,Mercedes,False,2023,Japan
SAI,99.614,12.0,1.0,36.357,44.311,18.946,MEDIUM,Ferrari,False,2023,Japan
RIC,113.535,12.0,2.0,31.943,51.046,30.546,MEDIUM,AlphaTauri,False,2023,Belgium
LEC,93.68,12.0,1.0,22.316,25.443,45.921,MEDIUM,Ferrari,False,2023,Canada
HUL,83.261,12.0,2.0,29.196,18.123,35.942,HARD,Haas F1 Team,False,2023,Australia
ALO,84.912,12.0,1.0,29.338,33.458,22.116,MEDIUM,Aston Martin,False,2023,Mexico
ZHO,102.81,12.0,2.0,27.776,41.276,33.758,HARD,Alfa Romeo,False,2023,United States
GAS,81.058,12.0,1.0,23.904,32.583,24.571,SOFT,Alpine,False,2023,Spain
STR,77.048,12.0,3.0,19.661,39.944,17.443,SOFT,Aston Martin,False,2023,Brazil
ALB,77.102,12.0,1.0,26.324,27.564,23.214,SOFT,Williams,False,2023,Netherlands
GAS,113.641,12.0,1.0,32.498,50.466,30.677,SOFT,Alpine,False,2023,Belgium
PIA,93.032,12.0,1.0,32.673,29.983,30.376,MEDIUM,McLaren,False,2023,Qatar
LEC,81.504,12.0,1.0,24.02,32.708,24.776,HARD,Ferrari,False,2023,Spain
NOR,91.189,12.0,1.0,18.276,39.127,33.786,MEDIUM,McLaren,False,2023,Abu Dhabi
PER,121.045,12.0,2.0,36.307,53.811,30.927,HARD,Red Bull Racing,False,2023,Japan
OCO,83.841,12.0,3.0,29.511,18.036,36.294,HARD,Alpine,False,2023,Australia
HAM,85.081,12.0,1.0,30.72,30.548,23.813,MEDIUM,Mercedes,False,2023,Hungary
OCO,103.787,12.0,1.0,32.034,44.101,27.652,SOFT,Alpine,False,2023,Bahrain
RIC,103.126,12.0,1.0,27.816,41.477,33.833,MEDIUM,AlphaTauri,False,2023,United States
RIC,103.126,12.0,1.0,27.816,41.477,33.833,MEDIUM,AlphaTauri,False,2023,United States
OCO,104.968,12.0,1.0,21.884,25.882,57.202,MEDIUM,Alpine,False,2023,Canada
NOR,103.864,12.0,2.0,49.362,32.91,21.592,HARD,McLaren,False,2023,Mexico
PIA,135.556,12.0,2.0,43.121,59.125,33.31,HARD,McLaren,False,2023,Azerbaijan
STR,91.555,12.0,1.0,18.416,38.39,34.749,HARD,Aston Martin,False,2023,Abu Dhabi
ALB,84.901,12.0,1.0,29.271,33.522,22.108,HARD,Williams,False,2023,Mexico
VER,102.515,12.0,1.0,27.549,41.27,33.696,MEDIUM,Red Bull Racing,False,2023,United States
SAI,100.52,12.0,1.0,31.776,44.006,24.738,SOFT,Ferrari,False,2023,Bahrain
PIA,105.429,12.0,1.0,21.933,25.442,58.054,MEDIUM,McLaren,False,2023,Canada
RUS,84.223,12.0,1.0,29.256,33.105,21.862,MEDIUM,Mercedes,False,2023,Mexico
ZHO,79.955,12.0,2.0,23.637,32.255,24.063,HARD,Alfa Romeo,False,2023,Spain
TSU,84.596,12.0,2.0,30.045,18.479,36.072,HARD,AlphaTauri,False,2023,Australia
NOR,102.113,12.0,1.0,27.49,40.992,33.631,MEDIUM,McLaren,False,2023,United States
MAG,72.223,12.0,3.0,17.484,32.34,22.399,HARD,Haas F1 Team,False,2023,Austria
MAG,103.658,12.0,2.0,28.089,41.653,33.916,HARD,Haas F1 Team,False,2023,United States
ZHO,102.81,12.0,2.0,27.776,41.276,33.758,HARD,Alfa Romeo,False,2023,United States
BOT,133.014,12.0,2.0,43.447,54.797,34.77,HARD,Alfa Romeo,False,2023,Azerbaijan
LEC,113.523,12.0,1.0,32.855,49.955,30.713,SOFT,Ferrari,False,2023,Belgium
TSU,114.228,12.0,2.0,32.102,51.519,30.607,MEDIUM,AlphaTauri,False,2023,Belgium
TSU,79.627,12.0,1.0,21.563,36.906,21.158,MEDIUM,AlphaTauri,False,2023,Monaco
HUL,122.579,12.0,2.0,54.5,43.599,24.48,HARD,Haas F1 Team,False,2023,Bahrain
SAR,88.694,12.0,1.0,28.212,31.278,29.204,MEDIUM,Williams,False,2023,Italy
MAG,103.658,12.0,2.0,28.089,41.653,33.916,HARD,Haas F1 Team,False,2023,United States
TSU,80.243,12.0,2.0,23.738,32.239,24.266,HARD,AlphaTauri,False,2023,Spain
PIA,85.008,12.0,1.0,30.607,30.416,23.985,MEDIUM,McLaren,False,2023,Hungary
ZHO,103.87,12.0,1.0,32.015,44.178,27.677,SOFT,Alfa Romeo,False,2023,Bahrain
HAM,76.951,12.0,3.0,19.913,39.348,17.69,SOFT,Mercedes,False,2023,Brazil
VER,89.202,12.0,1.0,32.949,29.837,26.416,MEDIUM,Red Bull Racing,False,2023,Qatar
PIA,84.123,12.0,1.0,29.507,32.765,21.851,MEDIUM,McLaren,False,2023,Mexico
NOR,83.775,12.0,2.0,29.319,18.354,36.102,HARD,McLaren,False,2023,Australia
DEV,94.165,12.0,1.0,29.904,38.25,26.011,SOFT,AlphaTauri,False,2023,Great Britain
TSU,94.237,12.0,1.0,30.064,37.865,26.308,SOFT,AlphaTauri,False,2023,Great Britain
STR,87.81,12.0,1.0,28.188,30.336,29.286,MEDIUM,Aston Martin,False,2023,Italy
HUL,122.579,12.0,2.0,54.5,43.599,24.48,HARD,Haas F1 Team,False,2023,Bahrain
LEC,100.392,12.0,1.0,29.412,42.933,28.047,SOFT,Ferrari,False,2023,Singapore
DEV,80.182,12.0,1.0,21.589,37.434,21.159,MEDIUM,AlphaTauri,False,2023,Monaco
ALB,85.189,12.0,2.0,30.391,30.808,23.99,HARD,Williams,False,2023,Hungary
NOR,70.731,12.0,2.0,17.495,31.636,21.6,MEDIUM,McLaren,False,2023,Austria
RIC,77.5,12.0,3.0,19.681,40.47,17.349,SOFT,AlphaTauri,False,2023,Brazil
SAR,115.497,12.0,2.0,31.612,52.247,31.638,MEDIUM,Williams,False,2023,Belgium
MAG,83.863,12.0,3.0,29.567,18.276,36.02,HARD,Haas F1 Team,False,2023,Australia
RUS,101.112,12.0,1.0,32.023,44.122,24.967,SOFT,Mercedes,False,2023,Bahrain
OCO,78.046,12.0,3.0,26.957,27.783,23.306,SOFT,Alpine,False,2023,Netherlands
BOT,91.78,12.0,1.0,18.705,38.646,34.429,HARD,Alfa Romeo,False,2023,Abu Dhabi
PER,100.715,12.0,1.0,29.118,43.179,28.418,HARD,Red Bull Racing,False,2023,Singapore
HUL,85.04,12.0,1.0,29.428,33.688,21.924,MEDIUM,Haas F1 Team,False,2023,Mexico
SAR,84.636,12.0,1.0,29.39,33.117,22.129,MEDIUM,Williams,False,2023,Mexico
PER,90.874,12.0,1.0,18.423,38.319,34.132,MEDIUM,Red Bull Racing,False,2023,Abu Dhabi
HAM,100.218,12.0,1.0,29.288,42.99,27.94,MEDIUM,Mercedes,False,2023,Singapore
RUS,77.904,12.0,3.0,26.846,27.321,23.737,SOFT,Mercedes,False,2023,Netherlands
LEC,99.641,12.0,1.0,36.22,44.345,19.076,MEDIUM,Ferrari,False,2023,Japan
SAI,102.88,12.0,1.0,27.591,41.131,34.158,MEDIUM,Ferrari,False,2023,United States
ZHO,103.87,12.0,1.0,32.015,44.178,27.677,SOFT,Alfa Romeo,False,2023,Bahrain
HAM,145.161,12.0,2.0,48.664,60.866,35.631,HARD,Mercedes,False,2023,Azerbaijan
PER,102.473,12.0,1.0,27.628,41.167,33.678,MEDIUM,Red Bull Racing,False,2023,United States
SAR,91.889,12.0,1.0,18.484,38.898,34.507,MEDIUM,Williams,False,2023,Abu Dhabi
HAM,84.616,12.0,2.0,29.016,18.689,36.911,HARD,Mercedes,False,2023,Australia
SAR,100.716,12.0,3.0,36.544,44.919,19.253,MEDIUM,Williams,False,2023,Japan
MAG,80.487,12.0,1.0,21.748,37.352,21.387,HARD,Haas F1 Team,False,2023,Monaco
STR,100.35,12.0,1.0,36.403,44.73,19.217,SOFT,Aston Martin,False,2023,Japan
BOT,95.179,12.0,1.0,22.069,30.8,42.31,HARD,Alfa Romeo,False,2023,Canada
ALO,102.559,12.0,1.0,27.647,41.161,33.751,MEDIUM,Aston Martin,False,2023,United States
RUS,102.559,12.0,1.0,27.594,41.241,33.724,MEDIUM,Mercedes,False,2023,United States
MAG,113.828,12.0,2.0,32.338,50.897,30.593,MEDIUM,Haas F1 Team,False,2023,Belgium
SAR,100.554,12.0,1.0,29.457,42.952,28.145,MEDIUM,Williams,False,2023,Singapore
NOR,85.001,12.0,1.0,30.631,30.43,23.94,MEDIUM,McLaren,False,2023,Hungary
BOT,119.45,12.0,2.0,52.921,42.49,24.039,HARD,Alfa Romeo,False,2023,Bahrain
NOR,76.654,12.0,3.0,26.465,27.084,23.105,SOFT,McLaren,False,2023,Netherlands
PIA,99.715,12.0,1.0,36.133,44.223,19.359,MEDIUM,McLaren,False,2023,Japan
BOT,76.837,12.0,3.0,19.954,39.342,17.541,SOFT,Alfa Romeo,False,2023,Brazil
RUS,89.592,12.0,2.0,33.177,30.149,26.266,MEDIUM,Mercedes,False,2023,Qatar
PER,85.25,12.0,1.0,30.56,30.674,24.016,HARD,Red Bull Racing,False,2023,Hungary
HUL,80.164,12.0,2.0,21.347,37.705,21.112,HARD,Haas F1 Team,False,2023,Monaco
ZHO,94.235,12.0,1.0,30.029,38.168,26.038,MEDIUM,Alfa Romeo,False,2023,Great Britain
NOR,102.113,12.0,1.0,27.49,40.992,33.631,MEDIUM,McLaren,False,2023,United States
OCO,81.696,12.0,1.0,24.268,32.832,24.596,SOFT,Alpine,False,2023,Spain
DEV,84.118,12.0,2.0,29.698,18.258,36.162,MEDIUM,AlphaTauri,False,2023,Australia
ZHO,107.237,12.0,2.0,48.832,29.749,28.656,HARD,Alfa Romeo,False,2023,Italy
SAR,90.698,12.0,1.0,33.474,30.547,26.677,MEDIUM,Williams,False,2023,Qatar
ALB,93.857,12.0,1.0,29.763,38.231,25.863,MEDIUM,Williams,False,2023,Great Britain
ZHO,80.319,12.0,2.0,21.331,37.638,21.35,HARD,Alfa Romeo,False,2023,Monaco
GAS,92.492,12.0,1.0,18.549,39.059,34.884,MEDIUM,Alpine,False,2023,Abu Dhabi
DEV,75.255,12.0,2.0,17.463,32.184,25.608,MEDIUM,AlphaTauri,False,2023,Austria
ALO,99.554,12.0,1.0,21.703,24.834,53.017,MEDIUM,Aston Martin,False,2023,Canada
GAS,85.189,12.0,1.0,29.495,33.498,22.196,MEDIUM,Alpine,False,2023,Mexico
SAI,91.278,12.0,1.0,18.592,38.813,33.873,HARD,Ferrari,False,2023,Abu Dhabi
VER,112.714,12.0,1.0,32.711,49.661,30.342,SOFT,Red Bull Racing,False,2023,Belgium
ALB,119.445,12.0,2.0,52.452,42.947,24.046,SOFT,Williams,False,2023,Bahrain
SAI,83.199,12.0,3.0,29.127,18.46,35.612,HARD,Ferrari,False,2023,Australia
TSU,71.929,12.0,3.0,17.901,31.888,22.14,HARD,AlphaTauri,False,2023,Austria
TSU,99.143,12.0,2.0,31.623,43.14,24.38,HARD,AlphaTauri,False,2023,Bahrain
PIA,80.997,12.0,1.0,23.975,32.418,24.604,SOFT,McLaren,False,2023,Spain
ZHO,83.743,12.0,2.0,30.12,30.084,23.539,HARD,Alfa Romeo,False,2023,Hungary
MAG,85.139,12.0,1.0,28.859,33.819,22.461,MEDIUM,Haas F1 Team,False,2023,Mexico
ZHO,102.81,12.0,2.0,27.776,41.276,33.758,HARD,Alfa Romeo,False,2023,United States
LAW,100.454,12.0,1.0,29.514,42.736,28.204,MEDIUM,AlphaTauri,False,2023,Singapore
MAG,94.544,12.0,1.0,30.109,38.295,26.14,MEDIUM,Haas F1 Team,False,2023,Great Britain
OCO,91.527,12.0,1.0,18.487,38.445,34.595,MEDIUM,Alpine,False,2023,Abu Dhabi
BOT,103.069,12.0,2.0,27.992,41.401,33.676,HARD,Alfa Romeo,False,2023,United States
HUL,101.519,12.0,2.0,24.259,36.96,40.3,HARD,Haas F1 Team,False,2023,Canada
STR,114.079,12.0,1.0,32.847,50.47,30.762,MEDIUM,Aston Martin,False,2023,Belgium
RIC,103.126,12.0,1.0,27.816,41.477,33.833,MEDIUM,AlphaTauri,False,2023,United States
ALO,81.291,12.0,1.0,24.112,32.539,24.64,SOFT,Aston Martin,False,2023,Spain
VER,69.833,12.0,2.0,17.591,31.121,21.121,MEDIUM,Red Bull Racing,False,2023,Austria
VER,98.034,12.0,3.0,46.13,27.928,23.976,SOFT,Red Bull Racing,False,2023,Netherlands
DEV,121.184,12.0,2.0,53.538,43.459,24.187,HARD,AlphaTauri,False,2023,Bahrain
GAS,100.439,12.0,1.0,29.013,43.135,28.291,MEDIUM,Alpine,False,2023,Singapore
LEC,107.2,12.0,3.0,54.699,28.615,23.886,SOFT,Ferrari,False,2023,Netherlands
SAR,84.08,12.0,4.0,29.558,17.994,36.528,MEDIUM,Williams,False,2023,Australia
STR,83.277,12.0,2.0,29.049,18.338,35.89,HARD,Aston Martin,False,2023,Australia
VER,102.515,12.0,1.0,27.549,41.27,33.696,MEDIUM,Red Bull Racing,False,2023,United States
TSU,84.801,12.0,2.0,30.364,30.612,23.825,HARD,AlphaTauri,False,2023,Hungary
STR,102.344,12.0,2.0,24.332,36.218,41.794,HARD,Aston Martin,False,2023,Canada
TSU,99.143,12.0,2.0,31.623,43.14,24.38,HARD,AlphaTauri,False,2023,Bahrain
HAM,70.972,12.0,2.0,17.743,31.559,21.67,MEDIUM,Mercedes,False,2023,Austria
SAI,100.53,12.0,1.0,29.35,43.167,28.013,MEDIUM,Ferrari,False,2023,Singapore
BOT,72.125,12.0,2.0,17.686,32.15,22.289,HARD,Alfa Romeo,False,2023,Austria
NOR,102.113,12.0,1.0,27.49,40.992,33.631,MEDIUM,McLaren,False,2023,United States
MAG,94.232,12.0,1.0,22.087,27.142,45.003,HARD,Haas F1 Team,False,2023,Canada
VER,94.848,12.0,1.0,34.856,29.984,30.008,MEDIUM,Red Bull Racing,False,2023,Saudi Arabia
ALO,112.578,12.0,2.0,55.774,30.278,26.526,MEDIUM,Aston Martin,False,2023,Qatar
HUL,90.287,12.0,1.0,33.493,30.171,26.623,MEDIUM,Haas F1 Team,False,2023,Qatar
LAW,91.836,12.0,2.0,33.833,30.97,27.033,HARD,AlphaTauri,False,2023,Qatar
HUL,89.091,12.0,1.0,29.194,30.785,29.112,MEDIUM,Haas F1 Team,False,2023,Italy
PIA,101.156,12.0,1.0,32.1,44.235,24.821,SOFT,McLaren,False,2023,Bahrain
HUL,91.827,12.0,1.0,18.551,39.279,33.997,MEDIUM,Haas F1 Team,False,2023,Abu Dhabi
STR,71.065,12.0,2.0,17.845,31.553,21.667,MEDIUM,Aston Martin,False,2023,Austria
ALO,83.321,12.0,2.0,29.034,18.555,35.732,HARD,Aston Martin,False,2023,Australia
LEC,93.651,12.0,1.0,33.234,29.855,30.562,MEDIUM,Ferrari,False,2023,Qatar
OCO,78.515,12.0,1.0,20.771,36.747,20.997,MEDIUM,Alpine,False,2023,Monaco
VER,100.602,12.0,1.0,29.376,43.056,28.17,HARD,Red Bull Racing,False,2023,Singapore
SAR,71.875,12.0,2.0,17.783,32.105,21.987,MEDIUM,Williams,False,2023,Austria
ZHO,79.633,12.0,3.0,27.47,27.873,24.29,MEDIUM,Alfa Romeo,False,2023,Netherlands
BOT,78.907,12.0,1.0,26.956,27.906,24.045,SOFT,Alfa Romeo,False,2023,Netherlands
NOR,140.862,12.0,2.0,44.961,62.421,33.48,HARD,McLaren,False,2023,Azerbaijan
SAR,80.638,12.0,1.0,21.454,37.515,21.669,MEDIUM,Williams,False,2023,Monaco
RUS,102.559,12.0,1.0,27.594,41.241,33.724,MEDIUM,Mercedes,False,2023,United States
PIA,91.304,12.0,1.0,18.236,38.579,34.489,MEDIUM,McLaren,False,2023,Abu Dhabi
ALB,102.28,12.0,2.0,36.797,45.904,19.579,MEDIUM,Williams,False,2023,Japan
RUS,83.169,12.0,3.0,29.026,18.246,35.897,HARD,Mercedes,False,2023,Australia
MAG,100.705,12.0,1.0,29.42,42.962,28.323,MEDIUM,Haas F1 Team,False,2023,Singapore
RUS,76.977,12.0,3.0,19.867,39.402,17.708,SOFT,Mercedes,False,2023,Brazil
PIA,83.759,12.0,2.0,29.464,18.371,35.924,HARD,McLaren,False,2023,Australia
DEV,121.184,12.0,2.0,53.538,43.459,24.187,HARD,AlphaTauri,False,2023,Bahrain
LEC,86.694,12.0,1.0,28.237,29.915,28.542,MEDIUM,Ferrari,False,2023,Italy
ALB,103.292,12.0,2.0,27.887,41.189,34.216,HARD,Williams,False,2023,United States
GAS,98.136,12.0,3.0,46.387,27.7,24.049,SOFT,Alpine,False,2023,Netherlands
STR,80.639,12.0,1.0,21.77,37.351,21.518,HARD,Aston Martin,False,2023,Monaco
BOT,84.397,12.0,3.0,29.851,18.513,36.033,HARD,Alfa Romeo,False,2023,Australia
HUL,94.022,12.0,2.0,29.974,37.808,26.24,MEDIUM,Haas F1 Team,False,2023,Great Britain
PER,94.16,12.0,1.0,34.494,29.695,29.971,MEDIUM,Red Bull Racing,False,2023,Saudi Arabia
OCO,88.232,12.0,1.0,28.571,30.347,29.314,MEDIUM,Alpine,False,2023,Italy
PER,76.878,12.0,3.0,19.901,39.469,17.508,SOFT,Red Bull Racing,False,2023,Brazil
HUL,103.408,12.0,1.0,27.952,41.236,34.22,HARD,Haas F1 Team,False,2023,United States
BOT,84.648,12.0,2.0,30.302,30.524,23.822,HARD,Alfa Romeo,False,2023,Hungary
NOR,93.116,12.0,1.0,29.926,37.304,25.886,MEDIUM,McLaren,False,2023,Great Britain
SAI,80.851,12.0,1.0,24.011,32.376,24.464,SOFT,Ferrari,False,2023,Spain
RUS,90.95,12.0,1.0,18.399,38.959,33.592,MEDIUM,Mercedes,False,2023,Abu Dhabi
TSU,78.212,12.0,3.0,26.677,27.622,23.913,SOFT,AlphaTauri,False,2023,Netherlands
STR,81.31,12.0,1.0,24.112,32.529,24.669,SOFT,Aston Martin,False,2023,Spain
PER,83.982,12.0,4.0,29.692,17.865,36.425,HARD,Red Bull Racing,False,2023,Australia
HAM,118.156,12.0,1.0,32.681,50.609,34.866,SOFT,Mercedes,False,2023,Belgium
ALO,102.559,12.0,1.0,27.647,41.161,33.751,MEDIUM,Aston Martin,False,2023,United States
MAG,101.345,12.0,1.0,32.185,44.197,24.963,HARD,Haas F1 Team,False,2023,Bahrain
ALO,102.559,12.0,1.0,27.647,41.161,33.751,MEDIUM,Aston Martin,False,2023,United States
GAS,96.128,12.0,1.0,35.656,30.268,30.204,MEDIUM,Alpine,False,2023,Saudi Arabia
GAS,102.699,12.0,1.0,27.751,41.147,33.801,MEDIUM,Alpine,False,2023,United States
OCO,103.787,12.0,1.0,32.034,44.101,27.652,SOFT,Alpine,False,2023,Bahrain
OCO,71.542,12.0,2.0,17.524,32.011,22.007,MEDIUM,Alpine,False,2023,Austria
OCO,77.312,12.0,3.0,19.795,39.89,17.627,SOFT,Alpine,False,2023,Brazil
RUS,85.996,12.0,1.0,31.024,30.757,24.215,HARD,Mercedes,False,2023,Hungary
MAG,101.345,12.0,1.0,32.185,44.197,24.963,HARD,Haas F1 Team,False,2023,Bahrain
DEV,81.357,12.0,2.0,24.552,32.623,24.182,HARD,AlphaTauri,False,2023,Spain
SAI,102.88,12.0,1.0,27.591,41.131,34.158,MEDIUM,Ferrari,False,2023,United States
SAR,94.239,12.0,1.0,29.847,38.385,26.007,MEDIUM,Williams,False,2023,Great Britain
ALO,93.378,12.0,1.0,18.486,38.792,36.1,MEDIUM,Aston Martin,False,2023,Abu Dhabi
HUL,80.114,12.0,2.0,23.769,32.217,24.128,MEDIUM,Haas F1 Team,False,2023,Spain
BOT,103.069,12.0,2.0,27.992,41.401,33.676,HARD,Alfa Romeo,False,2023,United States
RUS,99.236,12.0,1.0,36.145,44.089,19.002,MEDIUM,Mercedes,False,2023,Japan
NOR,100.466,12.0,1.0,29.442,43.004,28.02,MEDIUM,McLaren,False,2023,Singapore
OCO,144.487,12.0,1.0,48.214,61.118,35.155,HARD,Alpine,False,2023,Azerbaijan
OCO,89.933,12.0,2.0,33.385,30.007,26.541,MEDIUM,Alpine,False,2023,Qatar
ALO,94.927,12.0,1.0,34.857,29.907,30.163,MEDIUM,Aston Martin,False,2023,Saudi Arabia
SAR,77.66,12.0,3.0,19.603,40.335,17.722,SOFT,Williams,False,2023,Brazil
HAM,83.632,12.0,1.0,29.455,32.613,21.564,MEDIUM,Mercedes,False,2023,Mexico
NOR,80.277,12.0,1.0,22.187,37.224,20.866,MEDIUM,McLaren,False,2023,Monaco
GAS,83.647,12.0,2.0,29.151,18.522,35.974,HARD,Alpine,False,2023,Australia
GAS,71.256,12.0,2.0,17.933,31.699,21.624,MEDIUM,Alpine,False,2023,Austria
LEC,83.709,12.0,1.0,29.139,32.807,21.763,MEDIUM,Ferrari,False,2023,Mexico
VER,84.306,12.0,1.0,30.274,30.285,23.747,MEDIUM,Red Bull Racing,False,2023,Hungary
HAM,78.23,12.0,1.0,20.749,36.791,20.69,MEDIUM,Mercedes,False,2023,Monaco
ALB,91.958,12.0,1.0,18.547,38.86,34.551,MEDIUM,Williams,False,2023,Abu Dhabi
RUS,100.463,12.0,1.0,29.458,42.728,28.277,MEDIUM,Mercedes,False,2023,Singapore
ZHO,77.567,12.0,3.0,19.99,40.186,17.391,SOFT,Alfa Romeo,False,2023,Brazil
STR,77.585,12.0,3.0,26.479,27.417,23.689,SOFT,Aston Martin,False,2023,Netherlands
MAG,122.936,12.0,1.0,36.653,64.283,22.0,MEDIUM,Haas F1 Team,False,2023,Japan
SAR,103.88,12.0,1.0,32.031,44.118,27.731,SOFT,Williams,False,2023,Bahrain
STR,101.039,12.0,1.0,31.929,44.125,24.985,SOFT,Aston Martin,False,2023,Bahrain
ALO,76.484,12.0,3.0,19.781,39.237,17.466,SOFT,Aston Martin,False,2023,Brazil
STR,84.859,12.0,2.0,30.476,30.617,23.766,HARD,Aston Martin,False,2023,Hungary
STR,103.003,12.0,1.0,27.676,41.369,33.958,HARD,Aston Martin,False,2023,United States
ALO,87.339,12.0,1.0,28.344,30.153,28.842,MEDIUM,Aston Martin,False,2023,Italy
SAR,85.699,12.0,1.0,30.576,30.924,24.199,MEDIUM,Williams,False,2023,Hungary
HUL,100.196,12.0,2.0,36.045,44.544,19.607,MEDIUM,Haas F1 Team,False,2023,Japan
ALO,77.979,12.0,3.0,26.723,27.395,23.861,SOFT,Aston Martin,False,2023,Netherlands
BOT,113.411,12.0,2.0,32.047,50.713,30.651,MEDIUM,Alfa Romeo,False,2023,Belgium
ALB,100.458,12.0,1.0,29.304,43.024,28.13,MEDIUM,Williams,False,2023,Singapore
ALB,82.189,12.0,1.0,24.322,33.028,24.839,SOFT,Williams,False,2023,Spain
PER,86.968,12.0,1.0,28.362,30.211,28.395,MEDIUM,Red Bull Racing,False,2023,Italy
NOR,99.314,12.0,2.0,31.825,43.134,24.355,HARD,McLaren,False,2023,Bahrain
NOR,111.157,12.0,1.0,21.935,25.607,63.615,MEDIUM,McLaren,False,2023,Canada
PER,94.04,12.0,1.0,22.27,26.077,45.693,HARD,Red Bull Racing,False,2023,Canada
LEC,102.762,12.0,1.0,27.57,41.056,34.136,MEDIUM,Ferrari,False,2023,United States
HAM,103.336,12.0,1.0,31.821,44.259,27.256,SOFT,Mercedes,False,2023,Bahrain
HAM,78.597,12.0,3.0,26.75,28.441,23.406,SOFT,Mercedes,False,2023,Netherlands
SAR,103.88,12.0,1.0,32.031,44.118,27.731,SOFT,Williams,False,2023,Bahrain
